"iter","loss","grad_norm","eta","speed","regimen","accion_eta"
0,0.000569274695467809,0.0153395460868169,0.1,0.00153395460868169,"Ajuste inicial","mantener_otro_regimen"
1,0.000547172273905477,0.0135047360714771,0.1,0.00135047360714771,"Descenso dirigido","mantener_descenso"
2,0.000529974770655331,0.0119919023025169,0.1,0.00119919023025169,"Descenso dirigido","mantener_descenso"
5,0.000496241907252418,0.00894303645428392,0.1,0.000894303645428393,"Descenso dirigido","mantener_descenso"
10,0.000465725779648662,0.00682418835375564,0.1,0.000682418835375564,"Descenso dirigido","mantener_descenso"
25,0.000415521852092071,0.00573322213818312,0.0753641941474902,0.000432079666312721,"Refinamiento","reducir_refinamiento"
50,0.000370572889281026,0.00523941454568578,0.0454796330562195,0.000238286650967208,"Refinamiento","reducir_refinamiento"
75,0.000347034036438909,0.00497558558443,0.0274453544727149,0.000136556710074011,"Refinamiento","reducir_refinamiento"
100,0.000333961709159499,0.00482460635809795,0.0165623034205629,7.99065943875953e-05,"Refinamiento","reducir_refinamiento"
