"iter","loss","grad_norm","eta","speed","regimen","accion_eta","reduccion_relativa","b","w1","w2","theta1","theta2","theta3"
26,0.000413050774906339,0.00570497852518135,0.0738569102645404,0.000421352086995449,"Refinamiento","reducir_refinamiento",0.00594692473414745,0.105389015914866,0.805427947444135,0.31568013054844,0.805427947444135,0.31568013054844,0.105389015914866
27,0.000410652691970893,0.00567792869818625,0.0723797720592496,0.000410967184943393,"Refinamiento","reducir_refinamiento",0.00580578242513665,0.105326794303941,0.805637970293573,0.31604007006428,0.805637970293573,0.31604007006428,0.105326794303941
28,0.000408324608310527,0.00565193678815847,0.0709321766180646,0.000400904178491793,"Refinamiento","reducir_refinamiento",0.00566922779325459,0.105264291835132,0.805844160037303,0.316390031859443,0.805844160037303,0.316390031859443,0.105264291835132
29,0.000406063756889108,0.00562689487464373,0.0695135330857033,0.000391145343038321,"Refinamiento","reducir_refinamiento",0.00553689728678529,0.105201792067077,0.806046512675552,0.316730430668371,0.806046512675552,0.316730430668371,0.105201792067077
30,0.000403867562895623,0.00560271612051997,0.0681232624239892,0.000381675300565297,"Refinamiento","reducir_refinamiento",0.0054084954660862,0.105139525547591,0.806245035935462,0.31706164974271,0.806245035935462,0.31706164974271,0.105139525547591
31,0.000401733616340592,0.00557932971473632,0.0667607971755094,0.000372480499460804,"Refinamiento","reducir_refinamiento",0.00528377801487157,0.105077679132317,0.806439747364112,0.317384044710928,0.806439747364112,0.317384044710928,0.105077679132317
32,0.000399659650724971,0.0055566771257373,0.0654255812319992,0.000363548830669918,"Refinamiento","reducir_refinamiento",0.00516253936962124,0.105016403610884,0.806630672718622,0.317697946832547,0.806630672718622,0.317697946832547,0.105016403610884
33,0.000397643526186365,0.00553470930966554,0.0641170696073592,0.000354869342064325,"Refinamiento","reducir_refinamiento",0.00504460365189274,0.104955819962408,0.806817844603584,0.318003665754596,0.806817844603584,0.318003665754596,0.104955819962408
34,0.00039568321597781,0.00551338461754786,0.0628347282152121,0.000346432023989551,"Refinamiento","reducir_refinamiento",0.00492981797648157,0.104896024498151,0.807001301315091,0.318301491857204,0.807001301315091,0.318301491857204,0.104896024498151
35,0.000393776795451907,0.00549266721680492,0.0615780336509078,0.000338227646709652,"Refinamiento","reducir_refinamiento",0.00481804747864549,0.104837093098317,0.80718108585792,0.318591698258785,0.80718108585792,0.318591698258785,0.104837093098317
36,0.000391922432948489,0.00547252589316903,0.0603464729778897,0.000330247635932927,"Refinamiento","reducir_refinamiento",0.00470917159194498,0.104779084709722,0.807357245108285,0.318874542538137,0.807357245108285,0.318874542538137,0.104779084709722
37,0.000390118382144599,0.0054529331354398,0.0591395435183319,0.000322483976465896,"Refinamiento","reducir_refinamiento",0.00460308124165005,0.104722044238889,0.80752982909935,0.31915026822021,0.80752982909935,0.31915026822021,0.104722044238889
38,0.000388362975541047,0.00543386443165276,0.0579567526479652,0.000314929136787875,"Refinamiento","reducir_refinamiento",0.00449967671198295,0.104666004949507,0.807698890410594,0.319419106063832,0.807698890410594,0.319419106063832,0.104666004949507
39,0.000386654618843027,0.0054152977241244,0.0567976175950059,0.000307576009297924,"Refinamiento","reducir_refinamiento",0.00439886601250087,0.104610990452646,0.807864483645248,0.319681275182856,0.807864483645248,0.319681275182856,0.104610990452646
40,0.000384991786052903,0.00539721298454425,0.0556616652431058,0.000300417862391446,"Refinamiento","reducir_refinamiento",0.00430056361617662,0.104557016361601,0.80802666498265,0.319936984026641,0.80802666498265,0.319936984026641,0.104557016361601
41,0.000383373015137418,0.00537959188027588,0.0545484319382437,0.000293448301536757,"Refinamiento","reducir_refinamiento",0.00420468947630557,0.104504091670003,0.808185491794493,0.320186431241304,0.808185491794493,0.320186431241304,0.104504091670003
42,0.000381796904164242,0.00536241751034512,0.0534574632994788,0.000286661237255757,"Refinamiento","reducir_refinamiento",0.00411116825345533,0.104452219901069,0.80834102231568,0.320429806429525,0.80834102231568,0.320429806429525,0.104452219901069
43,0.000380262107826817,0.00534567419497411,0.0523883140334892,0.000280050858447023,"Refinamiento","reducir_refinamiento",0.00401992870205527,0.104401400067258,0.808493315361978,0.32066729082372,0.808493315361978,0.32066729082372,0.104401400067258
44,0.00037876733429448,0.00532934730649704,0.0513405477528195,0.000273611609880571,"Refinamiento","reducir_refinamiento",0.00393090317872727,0.104351627472509,0.80864243008786,0.320899057884912,0.80864243008786,0.320899057884912,0.104351627472509
45,0.000377311342338323,0.00531342313244336,0.0503137367977631,0.000267338172980901,"Refinamiento","reducir_refinamiento",0.00384402724439006,0.104302894383577,0.808788425778925,0.321125273837698,0.808788425778925,0.321125273837698,0.104302894383577
46,0.000375892938693443,0.00529788876377544,0.0493074620618078,0.000261225449227535,"Refinamiento","reducir_refinamiento",0.00375923933887081,0.104255190592296,0.808931361674128,0.321346098149976,0.808931361674128,0.321346098149976,0.104255190592296
47,0.000374510975626033,0.00528273200291556,0.0483213128205716,0.000255268545660128,"Refinamiento","reducir_refinamiento",0.00367648051207613,0.104208503886829,0.809071296813762,0.321561683964797,0.809071296813762,0.321561683964797,0.104208503886829
48,0.000373164348679748,0.00526794128743741,0.0473548865641602,0.000249462762093254,"Refinamiento","reducir_refinamiento",0.00359569419945236,0.104162820446812,0.809208289909714,0.321772178490553,0.809208289909714,0.321772178490553,0.104162820446812
49,0.000371851994580307,0.00525350562623389,0.046407788832877,0.000243803579734594,"Refinamiento","reducir_refinamiento",0.0035168260327311,0.104118125174813,0.809342399235017,0.321977723354753,0.809342399235017,0.321977723354753,0.104118125174813
50,0.000370572889281026,0.00523941454568578,0.0454796330562195,0.000238286650967208,"Refinamiento","reducir_refinamiento",0.00343982367846145,0.104074401974371,0.809473682530143,0.322178454925901,0.809473682530143,0.322178454925901,0.104074401974371
51,0.000369326046134698,0.00522565804389767,0.0445700403950951,0.000232907790107473,"Refinamiento","reducir_refinamiento",0.00336463669909319,0.104031633983189,0.809602196923834,0.322374504607292,0.809602196923834,0.322374504607292,0.104031633983189
52,0.00036811051417955,0.00521222655148423,0.0436786395871932,0.000227662964989078,"Refinamiento","reducir_refinamiento",0.00329121643214278,0.103989803768636,0.809727998866576,0.322565999106026,0.809727998866576,0.322565999106026,0.103989803768636
53,0.000366925376528745,0.00519911089770937,0.0428050667954493,0.000222548289253398,"Refinamiento","reducir_refinamiento",0.00321951588431653,0.103948893491509,0.809851144075067,0.322753060680057,0.809851144075067,0.322753060680057,0.103948893491509
54,0.000365769748854448,0.00518630228102939,0.0419489654595403,0.000217560015249637,"Refinamiento","reducir_refinamiento",0.00314948963759491,0.103908885043066,0.809971687486267,0.322935807365715,0.809971687486267,0.322935807365715,0.103908885043066
55,0.000364642777958522,0.00517379224328242,0.0411099861503495,0.000212694527466126,"Refinamiento","reducir_refinamiento",0.00308109376561125,0.103869760159495,0.810089683219786,0.323114353187823,0.810089683219786,0.323114353187823,0.103869760159495
56,0.000363543640423046,0.00516157264691763,0.0402877864273425,0.000207948336428231,"Refinamiento","reducir_refinamiento",0.00301428575828393,0.103831500517354,0.810205184547544,0.323288808354223,0.810205184547544,0.323288808354223,0.103831500517354
57,0.000362471541334496,0.00514963565477456,0.0394820306987957,0.000203318073009422,"Refinamiento","reducir_refinamiento",0.00294902445371848,0.103794087812916,0.810318243869763,0.323459279436313,0.810318243869763,0.323459279436313,0.103794087812916
58,0.000361425713076267,0.00513797371201634,0.0386923900848198,0.000198800483110886,"Refinamiento","reducir_refinamiento",0.00288526997593486,0.103757503827917,0.81042891269649,0.323625869536994,0.81042891269649,0.323625869536994,0.103757503827917
59,0.00036040541418464,0.00512657952989333,0.0379185422831234,0.000194392422672055,"Refinamiento","reducir_refinamiento",0.00282298367794765,0.103721730483803,0.810537241633917,0.323788678447229,0.810537241633917,0.323788678447229,0.103721730483803
60,0.000359409928263886,0.00511544607107263,0.0371601714374609,0.000190090852980145,"Refinamiento","reducir_refinamiento",0.00276212808912218,0.103686749886228,0.810643280374901,0.323947802792306,0.810643280374901,0.323947802792306,0.103686749886228
61,0.000358438562956566,0.00510456653631502,0.0364169680087117,0.000185892836251324,"Refinamiento","reducir_refinamiento",0.00270266686652066,0.103652544361328,0.810747077693115,0.324103336168739,0.810747077693115,0.324103336168739,0.103652544361328
62,0.000357490648965454,0.0050939343523188,0.0356886286485374,0.000181795531459934,"Refinamiento","reducir_refinamiento",0.00264456474953243,0.103619096485009,0.810848681440381,0.324255369272637,0.810848681440381,0.324255369272637,0.103619096485009
63,0.000356565539123826,0.00508354316057969,0.0349748560755667,0.000177796190395206,"Refinamiento","reducir_refinamiento",0.0025877875175681,0.103586389106335,0.810948138546731,0.324403990020298,0.810948138546731,0.324403990020298,0.103586389106335
64,0.000355662607511149,0.00507338680714087,0.0342753589540554,0.000173892153927522,"Refinamiento","reducir_refinamiento",0.00253230195033173,0.103554405365918,0.811045495022865,0.324549283661669,0.811045495022865,0.324549283661669,0.103554405365918
65,0.000354781248611428,0.00506345933312699,0.0335898517749742,0.000170080848468345,"Refinamiento","reducir_refinamiento",0.00247807579045352,0.10352312871009,0.811140795964652,0.324691332887265,0.811140795964652,0.324691332887265,0.10352312871009
66,0.000353920876511674,0.00505375496597196,0.0329180547394748,0.000166359782609757,"Refinamiento","reducir_refinamiento",0.00242507770829577,0.103492542901506,0.81123408555941,0.324830217929076,0.81123408555941,0.324830217929076,0.103492542901506
67,0.000353080924138166,0.00504426811126422,0.0322596936446853,0.000162726543931039,"Refinamiento","reducir_refinamiento",0.00237327726867556,0.10346263202673,0.811325407093704,0.324966016655927,0.811325407093704,0.324966016655927,0.10346263202673
68,0.000352260842528384,0.00503499334514409,0.0316144997717916,0.00015917879596103,"Refinamiento","reducir_refinamiento",0.00232264489921356,0.103433380501295,0.811414802962444,0.325098804663712,0.811414802962444,0.325098804663712,0.103433380501295
69,0.000351460100136565,0.00502592540719672,0.0309822097763557,0.000155714275286085,"Refinamiento","reducir_refinamiento",0.00227315186041793,0.103404773072621,0.811502314679094,0.325228655360889,0.811502314679094,0.325228655360889,0.103404773072621
70,0.000350678182171023,0.00501705919379199,0.0303625655808286,0.000152330788794409,"Refinamiento","reducir_refinamiento",0.00222477021719932,0.103376794821151,0.811587982886811,0.325355640049568,0.811587982886811,0.325355640049568,0.103376794821151
71,0.000349914589961545,0.00500838975182953,0.029755314269212,0.000149026211048388,"Refinamiento","reducir_refinamiento",0.00217747281160593,0.103349431159986,0.811671847370375,0.325479828002522,0.811671847370375,0.325479828002522,0.103349431159986
72,0.000349168840355203,0.00499991227285153,0.0291602079838278,0.000145798481777244,"Refinamiento","reducir_refinamiento",0.00213123323692433,0.103322667833278,0.811753947068765,0.325601286536382,0.811753947068765,0.325601286536382,0.103322667833278
73,0.000348440465139043,0.00499162208749123,0.0285770038241512,0.000142645603482955,"Refinamiento","reducir_refinamiento",0.002086025812991,0.103296490913586,0.811834320088275,0.325720081081286,0.811834320088275,0.325720081081286,0.103296490913586
74,0.000347729010488329,0.00498351466022891,0.0280054637476682,0.000139565639153014,"Refinamiento","reducir_refinamiento",0.00204182556233437,0.103270886798387,0.811913003716059,0.325836275247217,0.811913003716059,0.325836275247217,0.103270886798387
75,0.000347034036438909,0.00497558558443,0.0274453544727149,0.000136556710074011,"Refinamiento","reducir_refinamiento",0.00199860818758104,0.103245842205879,0.811990034434021,0.325949930887238,0.811990034434021,0.325949930887238,0.103245842205879
76,0.000346355116382538,0.0049678305776431,0.0268964473832606,0.000133616993740531,"Refinamiento","reducir_refinamiento",0.00195635004964034,0.103221344170235,0.812065447932966,0.326061108157814,0.812065447932966,0.326061108157814,0.103221344170235
77,0.000345691836583939,0.00496024547713801,0.0263585184355953,0.000130744721854221,"Refinamiento","reducir_refinamiento",0.00191502814686808,0.103197380036388,0.812139279126936,0.326169865576422,0.812139279126936,0.326169865576422,0.103197380036388
78,0.000345043795718537,0.00495282623566619,0.0258313480668834,0.000127938178408286,"Refinamiento","reducir_refinamiento",0.0018746200949706,0.103173937454472,0.812211562167688,0.326276260076588,0.812211562167688,0.326276260076588,0.103173937454472
79,0.000344410604429819,0.00494556891742744,0.0253147211055458,0.000125195697852932,"Refinamiento","reducir_refinamiento",0.00183510410776827,0.10315100437398,0.812282330459239,0.326380347060522,0.812282330459239,0.326380347060522,0.10315100437398
80,0.000343791884905352,0.00493846969422869,0.0248084266834349,0.000122515663337637,"Refinamiento","reducir_refinamiento",0.00179645897865029,0.103128569037723,0.812351616672444,0.326482180449484,0.812351616672444,0.326482180449484,0.103128569037723
81,0.000343187270470538,0.0049315248418217,0.0243122581497662,0.000119896505026354,"Refinamiento","reducir_refinamiento",0.00175866406277248,0.103106619975628,0.812419452759559,0.326581812732009,0.812419452759559,0.326581812732009,0.103106619975628
82,0.00034259640519924,0.00492473073640808,0.0238260129867708,0.000117336698482008,"Refinamiento","reducir_refinamiento",0.00172169925990019,0.103085145998457,0.81248586996876,0.326679295010112,0.81248586996876,0.326679295010112,0.103085145998457
83,0.000342018943540494,0.00491808385130087,0.0233494927270354,0.0001148347631169,"Refinamiento","reducir_refinamiento",0.00168554499783536,0.103064136191453,0.812550898858575,0.326774677043586,0.812550898858575,0.326774677043586,0.103064136191453
84,0.000341454549960485,0.00491158075373288,0.0228825028724947,0.000112389260705782,"Refinamiento","reducir_refinamiento",0.00165018221656631,0.103043579907971,0.812614569312221,0.326868007292498,0.812614569312221,0.326868007292498,0.103043579907971
85,0.000340902898599108,0.00490521810180293,0.0224248528150448,0.000109998793958624,"Refinamiento","reducir_refinamiento",0.00161559235284653,0.103023466763124,0.812676910551799,0.326959332957972,0.812676910551799,0.326959332957972,0.103023466763124
86,0.000340363672940393,0.00489899264155174,0.0219763557587439,0.00010766200515021,"Refinamiento","reducir_refinamiento",0.00158175732547217,0.10300378662745,0.812737951152345,0.327048700021352,0.812737951152345,0.327048700021352,0.10300378662745
87,0.000339836565496187,0.00489290120416018,0.021536828643569,0.00010537757480391,"Refinamiento","reducir_refinamiento",0.00154865952086845,0.102984529620646,0.812797719055713,0.327136153281834,0.812797719055713,0.327136153281834,0.102984529620646
88,0.000339321277502414,0.00488694070326257,0.0211060920706977,0.0001031442204271,"Refinamiento","reducir_refinamiento",0.00151628177946224,0.102965686105362,0.812856241584276,0.327221736392632,0.812856241584276,0.327221736392632,0.102965686105362
89,0.000338817518627394,0.00488110813236899,0.0206839702292837,0.000100960695295835,"Refinamiento","reducir_refinamiento",0.00148460738225242,0.102947246681089,0.812913545454434,0.327305491895765,0.812913545454434,0.327305491895765,0.102947246681089
90,0.000338325006691634,0.00487540056239057,0.020270290824698,9.88257872865531e-05,"Refinamiento","reducir_refinamiento",0.00145362003801292,0.102929202178136,0.812969656789911,0.32738746125552,0.812969656789911,0.32738746125552,0.102929202178136
91,0.000337843467398584,0.00486981513926227,0.0198648850082041,9.67383177526562e-05,"Refinamiento","reducir_refinamiento",0.00142330387083909,0.102911543651717,0.813024601134852,0.32746768489067,0.813024601134852,0.32746768489067,0.102911543651717
92,0.000337372634075841,0.00486434908165798,0.01946758730804,9.46971404439608e-05,"Refinamiento","reducir_refinamiento",0.00139364340821961,0.102894262376151,0.813078403466684,0.327546202205485,0.813078403466684,0.327546202205485,0.102894262376151
93,0.000336912247426357,0.00485899967879342,0.0190782355618792,9.27011404671162e-05,"Refinamiento","reducir_refinamiento",0.00136462356936508,0.102877349839175,0.813131088208771,0.327623051619618,0.813131088208771,0.327623051619618,0.102877349839175
94,0.000336462055289207,0.00485376428831235,0.0186966708506416,9.07492332851747e-05,"Refinamiento","reducir_refinamiento",0.00133622965402021,0.102860797736388,0.813182679242818,0.327698270596898,0.813182679242818,0.327698270596898,0.102860797736388
95,0.00033602181240945,0.00484864033425171,0.0183227374336288,8.88403637545961e-05,"Refinamiento","reducir_refinamiento",0.00130844733166401,0.102844597965807,0.813233199921064,0.327771895673092,0.813233199921064,0.327771895673092,0.102844597965807
96,0.000335591280216735,0.00484362530508231,0.0179562826849562,8.69735051980652e-05,"Refinamiento","reducir_refinamiento",0.00128126263097696,0.102828742622564,0.813282673078225,0.327843962482674,0.813282673078225,0.327843962482674,0.102828742622564
97,0.000335170226612256,0.00483871675182123,0.0175971570312571,8.51476585115723e-05,"Refinamiento","reducir_refinamiento",0.00125466192969011,0.102813223993725,0.81333112104321,0.327914505784653,0.81333112104321,0.327914505784653,0.102813223993725
98,0.000334758425763651,0.00483391228621232,0.0172452138906319,8.3361851304285e-05,"Refinamiento","reducir_refinamiento",0.00122863194484532,0.102798034553232,0.813378565650601,0.327983559487501,0.813378565650601,0.327983559487501,0.102798034553232
99,0.000334355657907563,0.00482920957897213,0.0169003096128193,8.16151370698216e-05,"Refinamiento","reducir_refinamiento",0.00120315972321377,0.102783166956984,0.813425028251889,0.328051156673214,0.813425028251889,0.328051156673214,0.102783166956984
100,0.000333961709159499,0.00482460635809795,0.0165623034205629,7.99065943875953e-05,"Refinamiento","reducir_refinamiento",0.00117823263213405,0.102768614038038,0.813470529726487,0.328117329620544,0.813470529726487,0.328117329620544,0.102768614038038
