"activation","eta_tipo","dt","T_configurado","iter_final","parada","loss_inicial","loss_final","delta_loss","reduccion_abs","reduccion_rel","grad_norm_inicial","grad_norm_final","speed_inicial","speed_final","velocidad_media","descendente_global"
"tanh","constante",1,100,100,"max_iter",0.000569274695467809,0.000248111289482336,-0.000321163405985474,0.000321163405985474,0.564162448361688,0.0153395460868169,0.00371327012265456,0.00153395460868169,0.000371327012265456,0.00053716979867226,TRUE
