"w1","w2","loss"
0.75,0.25625,0.00132375296167734
0.755,0.25625,0.00127393540497048
0.76,0.25625,0.00123509042761583
0.765,0.25625,0.00120711690010921
0.77,0.25625,0.00118991398563049
0.775,0.25625,0.00118338114526937
0.78,0.25625,0.00118741814310466
0.785,0.25625,0.00120192505114074
0.79,0.25625,0.00122680225410499
0.795,0.25625,0.00126195045410957
0.8,0.25625,0.00130727067518142
0.805,0.25625,0.00136266426766359
0.81,0.25625,0.00142803291249168
0.815,0.25625,0.00150327862534846
0.82,0.25625,0.00158830376070014
0.825,0.25625,0.00168301101571745
0.83,0.25625,0.0017873034340846
0.835,0.25625,0.00190108440969944
0.84,0.25625,0.00202425769026757
0.845,0.25625,0.00215672738079349
0.85,0.25625,0.00229839794697177
0.855,0.25625,0.0024491742184808
0.86,0.25625,0.00260896139218217
0.865,0.25625,0.00277766503522801
0.87,0.25625,0.00295519108807937
0.875,0.25625,0.00314144586743759
0.88,0.25625,0.00333633606909181
0.885,0.25625,0.00353976877068431
0.89,0.25625,0.00375165143439673
0.895,0.25625,0.00397189190955883
0.9,0.25625,0.00420039843518246
0.7,0.2625,0.0024620234655193
0.705,0.2625,0.00228894349348406
0.71,0.2625,0.00212787349628802
0.715,0.2625,0.001978710717993
0.72,0.2625,0.00184135262660232
0.725,0.2625,0.00171569692076687
0.73,0.2625,0.00160164153630933
0.735,0.2625,0.00149908465257087
0.74,0.2625,0.00140792469858443
0.745,0.2625,0.00132806035907887
0.75,0.2625,0.00125939058031792
0.755,0.2625,0.00120181457577815
0.76,0.2625,0.00115523183166977
0.765,0.2625,0.00111954211230448
0.77,0.2625,0.00109464546531395
0.775,0.2625,0.00108044222672301
0.78,0.2625,0.00107683302588124
0.785,0.2625,0.00108371879025663
0.79,0.2625,0.00110100075009506
0.795,0.2625,0.0011285804429491
0.8,0.2625,0.00116635971807978
0.805,0.2625,0.00121424074073463
0.81,0.2625,0.0012721259963056
0.815,0.2625,0.00133991829436992
0.82,0.2625,0.00141752077261747
0.825,0.2625,0.00150483690066762
0.83,0.2625,0.00160177048377879
0.835,0.2625,0.0017082256664537
0.84,0.2625,0.00182410693594347
0.845,0.2625,0.00194931912565324
0.85,0.2625,0.00208376741845239
0.855,0.2625,0.00222735734989202
0.86,0.2625,0.00237999481133242
0.865,0.2625,0.00254158605298318
0.87,0.2625,0.00271203768685856
0.875,0.2625,0.00289125668965051
0.88,0.2625,0.00307915040552189
0.885,0.2625,0.00327562654882217
