"iter","time","loss","grad_norm","speed","eta","b","w1","w2","theta1","theta_dot1","theta2","theta_dot2","theta3","theta_dot3","loss_suav","grad_suav","speed_suav","delta_loss","reduccion_relativa","delta_grad","delta_speed","delta_loss_suav","delta_grad_suav","delta_speed_suav","regimen"
49,49,0.000342708354396669,0.00492596553247688,0.000492596553247688,0.1,0.103088678052772,0.812469669792151,0.326663158134659,0.812469669792151,0.000273184236653813,0.326663158134659,0.000400295960805205,0.103088678052772,-8.82319719739622e-05,0.00034765935964314,0.00498254183621317,0.000498254183621317,-2.44730398089464e-06,0.0070904356176804,-2.80863102125519e-05,-2.80863102125519e-06,-2.50406918937576e-06,-2.84935432782966e-05,-2.84935432782964e-06,"Refinamiento"
50,50,0.000340288711656391,0.00489807626000445,0.000489807626000445,0.1,0.103000446080798,0.812742854028805,0.327063454095465,0.812742854028805,0.000272134164530235,0.327063454095465,0.000397714597362458,0.103000446080798,-8.76219494672488e-05,0.000345183676531267,0.00495425203590051,0.000495425203590051,-2.41964274027786e-06,0.00706035526177131,-2.78892724724315e-05,-2.78892724724317e-06,-2.47568311187294e-06,-2.82898003126668e-05,-2.82898003126672e-06,"Refinamiento"
51,51,0.000337896380921967,0.00487038111135345,0.000487038111135345,0.1,0.10291282413133,0.813014988193335,0.327461168692827,0.813014988193335,0.000271066150783219,0.327461168692827,0.00039516823726829,0.10291282413133,-8.70133774320174e-05,0.000342736016906669,0.00492616260954777,0.000492616260954777,-2.39233073442378e-06,0.0070302970549583,-2.76951486509981e-05,-2.76951486509979e-06,-2.44765962459798e-06,-2.80894263527398e-05,-2.80894263527396e-06,"Refinamiento"
52,52,0.000335531019028652,0.00484287734596573,0.000484287734596573,0.1,0.102825810753898,0.813286054344118,0.327856336930095,0.813286054344118,0.000269981778026294,0.327856336930095,0.000392655340227172,0.102825810753898,-8.64073677733858e-05,0.000340316024876249,0.00489827041849799,0.000489827041849799,-2.36536189331501e-06,0.00700025812605847,-2.75037653877201e-05,-2.75037653877204e-06,-2.4199920304209e-06,-2.78921910497774e-05,-2.78921910497776e-06,"Refinamiento"
53,53,0.000333192288632851,0.00481556237696474,0.000481556237696474,0.1,0.102739403386125,0.813556036122145,0.328248992270323,0.813556036122145,0.000268882518104477,0.328248992270323,0.000390174492423095,0.102739403386125,-8.58048191219989e-05,0.000337923350927306,0.00487057252535305,0.000487057252535305,-2.33873039580081e-06,0.00697023600262384,-2.73149690009911e-05,-2.73149690009904e-06,-2.39267394894238e-06,-2.76978931449384e-05,-2.76978931449382e-06,"Refinamiento"
54,54,0.000330879857987137,0.00478843375438179,0.000478843375438179,0.1,0.102653598567003,0.813824918640249,0.328639166762746,0.813824918640249,0.000267769741132475,0.328639166762746,0.000387724392629647,0.102653598567003,-8.520645101662e-05,0.0003355576516454,0.00484306616973403,0.000484306616973403,-2.31243064571443e-06,0.00694022856369973,-2.71286225829535e-05,-2.71286225829535e-06,-2.36569928190641e-06,-2.75063556190187e-05,-2.75063556190187e-06,"Refinamiento"
55,55,0.000328593400735791,0.00476148915074319,0.000476148915074319,0.1,0.102568392115986,0.814092688381382,0.329026891155375,0.814092688381382,0.00026664472361227,0.329026891155375,0.000385303840119751,0.102568392115986,-8.46128328633435e-05,0.00033321858946128,0.00481574874788178,0.000481574874788178,-2.28645725134616e-06,0.00691023399957096,-2.69446036385984e-05,-2.69446036385991e-06,-2.33906218412001e-06,-2.73174218522526e-05,-2.73174218522524e-06,"Refinamiento"
56,56,0.00032633259572808,0.00473472634859647,0.000473472634859647,0.1,0.102483779283123,0.814359333104994,0.329412194995495,0.814359333104994,0.000265508655742615,0.329412194995495,0.000382911724122117,0.102483779283123,-8.402440845679e-05,0.000330905832422502,0.00478861779533038,0.000478861779533038,-2.26080500771052e-06,0.00688025077730669,-2.67628021467237e-05,-2.67628021467233e-06,-2.3127570387774e-06,-2.71309525513973e-05,-2.71309525513971e-06,"Refinamiento"
57,57,0.000324097126847039,0.0047081432296466,0.00047081432296466,0.1,0.102399754874666,0.814624841760737,0.329795106719617,0.814624841760737,0.000264362648017984,0.329795106719617,0.000380547014608185,0.102399754874666,-8.34415167311149e-05,0.00032861905398618,0.00476167097206656,0.000476167097206656,-2.23546888104094e-06,0.00685027761080105,-2.65831189498649e-05,-2.65831189498646e-06,-2.28677843632256e-06,-2.69468232638259e-05,-2.69468232638265e-06,"Refinamiento"
58,58,0.000321886682851806,0.00468173776524188,0.000468173776524188,0.1,0.102316313357935,0.814889204408755,0.330175653734225,0.814889204408755,0.000263207737201171,0.330175653734225,0.000378208754224742,0.102316313357935,-8.2864409308995e-05,0.000326357932829971,0.00473490604972198,0.000473490604972198,-2.21044399523315e-06,0.00682031343479351,-2.64054644047197e-05,-2.64054644047202e-06,-2.26112115620907e-06,-2.67649223445725e-05,-2.6764922344572e-06,"Refinamiento"
59,59,0.000319700957231927,0.00465550800800197,0.000465550800800197,0.1,0.102233448948626,0.815152412145956,0.33055386248845,0.815152412145956,0.00026204489174234,0.33055386248845,0.000375896051214291,0.102233448948626,-8.2293265331697e-05,0.000324122152678929,0.00470832090044602,0.000470832090044602,-2.18572561987927e-06,0.00679035738205795,-2.62297572399105e-05,-2.62297572399105e-06,-2.23578015104198e-06,-2.65851492759631e-05,-2.65851492759633e-06,"Refinamiento"
60,60,0.000317539648072219,0.00462945208442066,0.000462945208442066,0.1,0.102151155683294,0.815414457037698,0.330929758539664,0.815414457037698,0.000260875016707988,0.330929758539664,0.000373608073187833,0.102151155683294,-8.17282039809438e-05,0.000321911402146214,0.00468191348718152,0.000468191348718152,-2.16130915970785e-06,0.00676040876342927,-2.60559235813066e-05,-2.60559235813057e-06,-2.21075053271437e-06,-2.64074132645051e-05,-2.64074132645052e-06,"Refinamiento"
61,61,0.000315402457927094,0.00460356818830739,0.000460356818830739,0.1,0.102069427479313,0.815675332054406,0.331303366612852,0.815675332054406,0.000259698958274648,0.331303366612852,0.000371344041634445,0.102069427479313,-8.11692950420049e-05,0.000319725374586017,0.0046556818551237,0.00046556818551237,-2.13719014512478e-06,0.00673046704992331,-2.58838961132773e-05,-2.58838961132783e-06,-2.18602756019718e-06,-2.62316320578156e-05,-2.62316320578156e-06,"Refinamiento"
62,62,0.00031328909370322,0.0045778545749542,0.00045778545749542,0.1,0.101988258184271,0.815935031012681,0.331674710654487,0.815935031012681,0.000258517507835197,0.331674710654487,0.000369103227068421,0.101988258184271,-8.06165678049358e-05,0.000317563767957253,0.00462962412418522,0.000462962412418522,-2.11336422387441e-06,0.0067005318571816,-2.57136133531835e-05,-2.57136133531831e-06,-2.16160662876391e-06,-2.60577309384802e-05,-2.60577309384798e-06,"Refinamiento"
63,63,0.00031119926654975,0.00455230955593564,0.000455230955593564,0.1,0.101907641616467,0.816193548520516,0.332043813881555,0.816193548520516,0.000257331405759451,0.332043813881555,0.000366884944729101,0.101907641616467,-8.00700185563774e-05,0.000315426284696842,0.00460373848232397,0.000460373848232397,-2.08982715347e-06,0.00667060293129482,-2.5545019018562e-05,-2.55450190185627e-06,-2.13748326041127e-06,-2.5885641861248e-05,-2.58856418612478e-06,"Refinamiento"
64,64,0.00030913269175525,0.00452693149446172,0.000452693149446172,0.1,0.10182757159791,0.816450879926275,0.332410698826284,0.816450879926275,0.00025614134484539,0.332410698826284,0.000364688550760449,0.10182757159791,-7.95296168765663e-05,0.000313312631601507,0.00457802317961592,0.000457802317961592,-2.06657479449998e-06,0.00664068013646467,-2.53780614739175e-05,-2.53780614739162e-06,-2.11365309533539e-06,-2.57153027080487e-05,-2.57153027080495e-06,"Refinamiento"
65,65,0.000307089088650725,0.0045017188012182,0.00045017188012182,0.1,0.101748041981034,0.816707021271121,0.332775387377045,0.816707021271121,0.00025494797349294,0.332775387377045,0.000362513438807871,0.101748041981034,-7.89953109238082e-05,0.000311222519717208,0.00455247652297543,0.000455247652297543,-2.04360310452446e-06,0.00661076344371782,-2.52126932435287e-05,-2.52126932435292e-06,-2.0901118842987e-06,-2.55466566404941e-05,-2.55466566404937e-06,"Refinamiento"
66,66,0.000305068180518109,0.00447666993063633,0.000447666993063633,0.1,0.10166904667011,0.816961969244614,0.333137900815852,0.816961969244614,0.000253751898628156,0.333137900815852,0.000360359036978523,0.10166904667011,-7.84670318614912e-05,0.000309155664235411,0.00452709687144122,0.000452709687144122,-2.02090813261645e-06,0.00658085292093893,-2.50488705818676e-05,-2.50488705818669e-06,-2.06685548179706e-06,-2.53796515342119e-05,-2.53796515342115e-06,"Refinamiento"
67,67,0.000303069694503695,0.0044517833775433,0.00044517833775433,0.1,0.101590579638248,0.817215721143242,0.333498259852831,0.817215721143242,0.000252553688402332,0.333498259852831,0.000358224805118939,0.101590579638248,-7.7944697559128e-05,0.000307111784395506,0.00450188263195904,0.000450188263195904,-1.99848601441433e-06,0.00655094872388617,-2.4886553093028e-05,-2.48865530930279e-06,-2.04387983990505e-06,-2.52142394821806e-05,-2.52142394821807e-06,"Refinamiento"
68,68,0.000301093361536075,0.00442705767415058,0.000442705767415058,0.1,0.101512634940689,0.817468274831644,0.33385648465795,0.817468274831644,0.000251353874687703,0.33385648465795,0.000356110232370187,0.101512634940689,-7.74282156793313e-05,0.000305090603392771,0.00447683225560202,0.000447683225560203,-1.97633296762011e-06,0.00652105108805249,-2.47257033927232e-05,-2.47257033927234e-06,-2.02118100273504e-06,-2.50503763570128e-05,-2.50503763570128e-06,"Refinamiento"
69,69,0.000299138916248123,0.00440249138734275,0.000440249138734275,0.1,0.10143520672501,0.817719628706332,0.33421259489032,0.817719628706332,0.000250152955388725,0.33421259489032,0.000354014834966287,0.10143520672501,-7.691748624565e-05,0.000303091848291345,0.00445194423417823,0.000445194423417823,-1.95444528795118e-06,0.00649116032146678,-2.45662868078259e-05,-2.45662868078264e-06,-1.99875510142531e-06,-2.48880214237948e-05,-2.48880214237946e-06,"Refinamiento"
70,70,0.000297206096902705,0.00437808311623452,0.000437808311623452,0.1,0.101358289238764,0.817969781661721,0.334566609725286,0.817969781661721,0.000248951396585773,0.334566609725286,0.000351938154246417,0.101358289238764,-7.64124037718724e-05,0.000301115249941741,0.00442721709718149,0.00044272170971815,-1.93281934541845e-06,0.00646127679808127,-2.44082711082314e-05,-2.44082711082317e-06,-1.97659834960413e-06,-2.47271369967356e-05,-2.47271369967352e-06,"Refinamiento"
71,71,0.000295294645321758,0.00435383148996707,0.000435383148996707,0.1,0.101281876834992,0.818218733058307,0.334918547879533,0.818218733058307,0.000247749634526376,0.334918547879533,0.00034987975485524,0.101281876834992,-7.59128590212016e-05,0.000299160542902471,0.00440264940904764,0.000440264940904764,-1.91145158094712e-06,0.00643140095185013,-2.42516262674505e-05,-2.4251626267451e-06,-1.95470703927026e-06,-2.45676881338516e-05,-2.45676881338521e-06,"Refinamiento"
72,72,0.000293404306818452,0.00432973516571826,0.000432973516571826,0.1,0.101205963975971,0.818466482692833,0.335268427634388,0.818466482692833,0.000246548077477029,0.335268427634388,0.000347839223109449,0.101205963975971,-7.54187404533448e-05,0.000297227465365422,0.00437823976668263,0.000437823976668264,-1.89033850330627e-06,0.00640153327143808,-2.4096324248807e-05,-2.40963242488068e-06,-1.93307753704858e-06,-2.44096423650079e-05,-2.44096423650079e-06,"Refinamiento"
73,73,0.000291534830132187,0.00430579282690455,0.000430579282690455,0.1,0.101130545235518,0.81871303077031,0.335616266857497,0.81871303077031,0.000245347107447665,0.335616266857497,0.000345816165511274,0.101130545235518,-7.49299354088202e-05,0.000295315759084645,0.00435398679723343,0.000435398679723343,-1.869476686265e-06,0.00637167429532686,-2.39423388137079e-05,-2.39423388137072e-06,-1.91170628077763e-06,-2.42529694492039e-05,-2.42529694492044e-06,"Refinamiento"
74,74,0.000289685967366182,0.00428200318155442,0.000428200318155442,0.1,0.101055615300109,0.818958377877757,0.335962083023009,0.818958377877757,0.000244147081799269,0.335962083023009,0.000343810207392411,0.101055615300109,-7.44463310721905e-05,0.000293425169308257,0.00432988915607577,0.000432988915607576,-1.84886276600457e-06,0.00634182460745578,-2.37896453501325e-05,-2.37896453501331e-06,-1.89058977638826e-06,-2.40976411576659e-05,-2.40976411576663e-06,"Refinamiento"
75,75,0.000287857473927432,0.0042583649608356,0.00042583649608356,0.1,0.100981168969037,0.819202524959557,0.336305893230401,0.819202524959557,0.000242948334744106,0.336305893230401,0.000341820991673994,0.100981168969037,-7.39678152495887e-05,0.000291555444713202,0.00430594552499598,0.000430594552499598,-1.82849343875036e-06,0.00631198483331103,-2.36382207188185e-05,-2.36382207188178e-06,-1.86972459505468e-06,-2.39436310797833e-05,-2.39436310797827e-06,"Refinamiento"
76,76,0.000286049108468878,0.00423487691772055,0.000423487691772055,0.1,0.100907201153787,0.819445473294301,0.336647714222075,0.819445473294301,0.000241751178747157,0.336647714222075,0.000339848177730023,0.100907201153787,-7.34942769905704e-05,0.000289706337342626,0.00428215461054668,0.000428215461054668,-1.80836545855351e-06,0.00628215563625504,-2.34880431150483e-05,-2.34880431150493e-06,-1.84910737057592e-06,-2.37909144493028e-05,-2.37909144493029e-06,"Refinamiento"
77,77,0.000284260632833601,0.00421153782577573,0.000421153782577573,0.1,0.100833706876797,0.819687224473048,0.336987562399805,0.819687224473048,0.000240555905836385,0.336987562399805,0.000337891440343316,0.100833706876797,-7.30256070796593e-05,0.000287877602545656,0.00425851514255817,0.000425851514255817,-1.78847563527722e-06,0.00625233771431058,-2.33390919448257e-05,-2.33390919448248e-06,-1.82873479697017e-06,-2.36394679885071e-05,-2.36394679885066e-06,"Refinamiento"
78,78,0.000282491812000877,0.00418834647806227,0.000418834647806227,0.1,0.100760681269717,0.819927780378884,0.337325453840149,0.819927780378884,0.000239362788828793,0.337325453840149,0.000335950468744454,0.100760681269717,-7.25616984190053e-05,0.000286068998919394,0.00423502587278972,0.000423502587278972,-1.76882083272419e-06,0.00622253179720839,-2.31913477134601e-05,-2.31913477134608e-06,-1.80860362626194e-06,-2.34892697684565e-05,-2.3489269768457e-06,"Refinamiento"
79,79,0.000280742414033988,0.00416530168613674,0.000416530168613674,0.1,0.100688119571298,0.820167143167713,0.337661404308893,0.820167143167713,0.00023817208247855,0.337661404308893,0.000334024965725276,0.100688119571298,-7.21024463204603e-05,0.000284280288252955,0.00421168557370618,0.000421168557370618,-1.74939796688828e-06,0.00619273864366064,-2.30447919255302e-05,-2.30447919255289e-06,-1.78871066643875e-06,-2.33402990835367e-05,-2.33402990835362e-06,"Refinamiento"
80,80,0.000279012210029643,0.00414240227914186,0.000414240227914186,0.1,0.100616017124977,0.820405315250192,0.337995429274618,0.820405315250192,0.00023698402455286,0.337995429274618,0.000332114646819676,0.100616017124977,-7.16477487222588e-05,0.000282511235473397,0.00418849303736743,0.000418849303736743,-1.73020400434561e-06,0.00616295903893306,-2.28994069948777e-05,-2.28994069948786e-06,-1.76905277955773e-06,-2.31925363387486e-05,-2.31925363387489e-06,"Refinamiento"
81,81,0.000277300974068902,0.00411964710297822,0.000411964710297822,0.1,0.100544369376255,0.820642299274745,0.338327543921438,0.820642299274745,0.000235798836840795,0.338327543921438,0.00033021923954515,0.100544369376255,-7.11975063434028e-05,0.000280761608593402,0.00416544707441896,0.000416544707441896,-1.71123596074031e-06,0.00613319379257744,-2.27551761636411e-05,-2.27551761636409e-06,-1.74962687999512e-06,-2.30459629484668e-05,-2.30459629484668e-06,"Refinamiento"
82,82,0.000275608483169513,0.00409703501954874,0.000409703501954874,0.1,0.100473171869912,0.820878098111585,0.338657763160983,0.820878098111585,0.000234616726099745,0.338657763160983,0.000328338482699474,0.100473171869912,-7.07516227865609e-05,0.000279031178660585,0.00414254651317357,0.000414254651317357,-1.69249089938979e-06,0.00610344373642844,-2.26120834294795e-05,-2.26120834294797e-06,-1.73042993281767e-06,-2.29005612453976e-05,-2.29005612453976e-06,"Refinamiento"
83,83,0.000273934517239551,0.00407456490606875,0.000407456490606875,0.1,0.100402420247125,0.821112714837685,0.338986101643683,0.821112714837685,0.000233437884943923,0.338986101643683,0.000326472125707366,0.100402420247125,-7.03100045988623e-05,0.00027731971970832,0.00411979019877486,0.000411979019877486,-1.67396592996145e-06,0.00607370972270895,-2.24701134799886e-05,-2.24701134799886e-06,-1.71145895226508e-06,-2.27563143987038e-05,-2.27563143987032e-06,"Refinamiento"
84,84,0.000272278859032317,0.00405223565443519,0.000405223565443519,0.1,0.100332110242526,0.821346152722629,0.33931257376939,0.821346152722629,0.000232262492678758,0.33931257376939,0.000324619928012817,0.100332110242526,-6.98725612981348e-05,0.000275627008707985,0.00409717699243455,0.000409717699243455,-1.65565820723414e-06,0.00604399262230361,-2.23292516335575e-05,-2.23292516335572e-06,-1.69271100033426e-06,-2.26132063403089e-05,-2.26132063403092e-06,"Refinamiento"
85,85,0.000270641294102359,0.00403004617064884,0.000403004617064884,0.1,0.100262237681228,0.821578415215308,0.339637193697403,0.821578415215308,0.000231090716084866,0.339637193697403,0.000322781658513004,0.100262237681228,-6.94392053712626e-05,0.000273952825522529,0.00407470577073595,0.000407470577073595,-1.63756492995766e-06,0.00601429332326164,-2.21894837863492e-05,-2.21894837863497e-06,-1.67418318545667e-06,-2.24712216986035e-05,-2.24712216986031e-06,"Refinamiento"
86,86,0.000269021610762626,0.00400799537428468,0.000400799537428468,0.1,0.100192798475857,0.821809505931393,0.339959975355916,0.821809505931393,0.000229922710154969,0.339959975355916,0.000320957095030298,0.100192798475857,-6.90098522500972e-05,0.000272296952861273,0.00405237542499724,0.000405237542499724,-1.61968333973296e-06,0.00598461272925987,-2.20507963641691e-05,-2.20507963641684e-06,-1.6558726612552e-06,-2.23303457387086e-05,-2.23303457387087e-06,"Refinamiento"
87,87,0.00026741960004262,0.00398608219800528,0.000398608219800528,0.1,0.100123788623607,0.822039428641548,0.340280932450946,0.822039428641548,0.000228758618786761,0.340280932450946,0.000319146023819224,0.100123788623607,-6.85844202694657e-05,0.000270659176235895,0.00403018486068855,0.000403018486068855,-1.60201072000688e-06,0.00595495175837554,-2.19131762793957e-05,-2.1913176279396e-06,-1.63777662537862e-06,-2.21905643086918e-05,-2.21905643086917e-06,"Refinamiento"
88,88,0.000265835055647551,0.00396430558711349,0.000396430558711349,0.1,0.100055204203337,0.822268187260334,0.340600078474765,0.822268187260334,0.000227598575434636,0.340600078474765,0.000317348239105556,0.100055204203337,-6.81628306111158e-05,0.000269039283917495,0.0040081329968975,0.00040081329968975,-1.58454439506842e-06,0.00592531134176616,-2.17766108917888e-05,-2.17766108917897e-06,-1.61989231840001e-06,-2.20518637910521e-05,-2.20518637910526e-06,"Refinamiento"
89,89,0.000264267773918407,0.00394266449913998,0.000394266449913998,0.1,0.0999870413727263,0.822495785835769,0.340917426713871,0.822495785835769,0.000226442703722878,0.340917426713871,0.000315563542654938,0.0999870413727263,-6.77450072368815e-05,0.000267437066894713,0.00398621876583845,0.000398621876583845,-1.56728172914447e-06,0.0058956924226228,-2.16410879735089e-05,-2.16410879735082e-06,-1.60221702278209e-06,-2.19142310590422e-05,-2.19142310590423e-06,"Refinamiento"
90,90,0.000262717553792892,0.00392115790346274,0.000392115790346275,0.1,0.0999192963654894,0.822722228539492,0.341232990256526,0.822722228539492,0.000225291118022707,0.341232990256526,0.000313791743368879,0.0999192963654894,-6.73308768135548e-05,0.000265852318832819,0.00396444111240123,0.000396444111240124,-1.55022012551456e-06,0.00586609595510915,-2.15065956772377e-05,-2.1506595677237e-06,-1.58474806189341e-06,-2.17776534372199e-05,-2.17776534372195e-06,"Refinamiento"
91,91,0.00026118419676723,0.00389978478095525,0.000389978478095525,0.1,0.0998519654886758,0.822947519657515,0.341546781999895,0.822947519657515,0.000224143923995521,0.341546781999895,0.000312032656905913,0.0998519654886758,-6.69203686318983e-05,0.00026428483603374,0.00394279899373535,0.000394279899373535,-1.53335702566247e-06,0.00583652290335625,-2.13731225074945e-05,-2.13731225074955e-06,-1.56748279907937e-06,-2.16421186658858e-05,-2.16421186658854e-06,"Refinamiento"
92,92,0.000259667506858746,0.00387854412366058,0.000387854412366058,0.1,0.0997850451200439,0.82317166358151,0.341858814656801,0.82317166358151,0.000223001219104389,0.341858814656801,0.00031028610532617,0.0997850451200439,-6.65134145213835e-05,0.000262734417396965,0.00392129137886641,0.000392129137886641,-1.51668990848409e-06,0.00580697424059239,-2.12406572946693e-05,-2.12406572946689e-06,-1.55041863677483e-06,-2.15076148689392e-05,-2.15076148689402e-06,"Refinamiento"
93,93,0.000258167290569221,0.00385743493448894,0.000385743493448894,0.1,0.0997185317055225,0.823394664800614,0.342169100762127,0.823394664800614,0.000221863093095693,0.342169100762127,0.000308551916757638,0.0997185317055225,-6.61099487623144e-05,0.000261200864381299,0.0038999172483415,0.00038999172483415,-1.5002162895249e-06,0.00577745094831422,-2.11091891716454e-05,-2.11091891716457e-06,-1.5335530156661e-06,-2.13741305249114e-05,-2.13741305249107e-06,"Refinamiento"
94,94,0.000256683356848977,0.00383645622693637,0.000383645622693637,0.1,0.0996524217567602,0.82361652789371,0.342477652678884,0.82361652789371,0.000220729628452837,0.342477652678884,0.000306829925082521,0.0996524217567602,-6.57099079965557e-05,0.000259683980967413,0.00387867559390078,0.000387867559390078,-1.48393372024401e-06,0.00574795401549206,-2.09787075525661e-05,-2.09787075525653e-06,-1.51688341388601e-06,-2.12416544407225e-05,-2.12416544407228e-06,"Refinamiento"
95,95,0.000255215517061666,0.00381560702482279,0.000381560702482279,0.1,0.0995867118487637,0.823837257522163,0.342784482603967,0.823837257522163,0.000219600900823646,0.342784482603967,0.000305119969642371,0.0995867118487637,-6.53132311377397e-05,0.000258183573621168,0.00385756541817278,0.000385756541817279,-1.46783978731093e-06,0.00571848443783627,-2.08492021135814e-05,-2.08492021135819e-06,-1.50040734624526e-06,-2.11101757279916e-05,-2.11101757279913e-06,"Refinamiento"
96,96,0.00025376358494974,0.00379488636204735,0.000379488636204735,0.1,0.0995213986176259,0.824056858422987,0.343089602573609,0.824056858422987,0.000218476979423091,0.343089602573609,0.000303421894960639,0.0995213986176259,-6.49198592819368e-05,0.00025669945125767,0.0038365857343912,0.00038365857343912,-1.4519321119257e-06,0.00568904321709341,-2.07206627754397e-05,-2.07206627754394e-06,-1.48412236349792e-06,-2.09796837815804e-05,-2.09796837815805e-06,"Refinamiento"
97,97,0.00025232737660055,0.00377429328235946,0.000377429328235946,0.1,0.099456478758344,0.82427533540241,0.34339302446857,0.82427533540241,0.000217357927412685,0.34339302446857,0.000301735550481555,0.099456478758344,-6.45297356192652e-05,0.000255231425206031,0.00381573556613098,0.000381573556613098,-1.43620834919017e-06,0.00565963136048458,-2.05930796878923e-05,-2.05930796878925e-06,-1.46802605163917e-06,-2.0850168260225e-05,-2.08501682602249e-06,"Refinamiento"
98,98,0.000250906710413099,0.00375382683914433,0.000375382683914433,0.1,0.0993919490227247,0.824492693329822,0.343694760019051,0.824492693329822,0.000216243802258173,0.343694760019051,0.000300060790324123,0.0993919490227247,-6.4142805347086e-05,0.000253779309174806,0.00379501394706206,0.000379501394706206,-1.42066618745082e-06,0.00563024987997865,-2.04664432151233e-05,-2.04664432151234e-06,-1.45211603122433e-06,-2.07216190689203e-05,-2.07216190689207e-06,"Refinamiento"
99,99,0.000249501407065387,0.00373348609522142,0.000373348609522142,0.1,0.0993278062173776,0.824708937132081,0.343994820809376,0.824708937132081,0.000215134656066552,0.343994820809376,0.000298397473050396,0.0993278062173776,-6.37590155851014e-05,0.000252342919218088,0.00377441992071907,0.000377441992071907,-1.40530334771165e-06,0.00560089979178723,-2.03407439229122e-05,-2.03407439229114e-06,-1.43638995671785e-06,-2.05940263429899e-05,-2.05940263429895e-06,"Refinamiento"
100,100,0.000248111289482336,0.00371327012265456,0.000371327012265456,0.1,0.0992640472017925,0.824924071788147,0.344293218282426,0.824924071788147,0.000214030535903757,0.344293218282426,0.000296745461447019,0.0992640472017925,-6.33783152926705e-05,0.000250922073702222,0.00375395254028542,0.000375395254028542,-1.39011758305168e-06,0.00557158211583065,-2.02159725668557e-05,-2.02159725668568e-06,-1.420845515866e-06,-2.04673804336444e-05,-2.04673804336445e-06,"Refinamiento"
