"iter","loss","grad_norm","b","w1","w2"
58,0.000321886682851806,0.00468173776524188,0.102316313357935,0.814889204408755,0.330175653734225
59,0.000319700957231927,0.00465550800800197,0.102233448948626,0.815152412145956,0.33055386248845
60,0.000317539648072219,0.00462945208442066,0.102151155683294,0.815414457037698,0.330929758539664
61,0.000315402457927094,0.00460356818830739,0.102069427479313,0.815675332054406,0.331303366612852
62,0.00031328909370322,0.0045778545749542,0.101988258184271,0.815935031012681,0.331674710654487
63,0.00031119926654975,0.00455230955593564,0.101907641616467,0.816193548520516,0.332043813881555
64,0.00030913269175525,0.00452693149446172,0.10182757159791,0.816450879926275,0.332410698826284
65,0.000307089088650725,0.0045017188012182,0.101748041981034,0.816707021271121,0.332775387377045
66,0.000305068180518109,0.00447666993063633,0.10166904667011,0.816961969244614,0.333137900815852
67,0.000303069694503695,0.0044517833775433,0.101590579638248,0.817215721143242,0.333498259852831
68,0.000301093361536075,0.00442705767415058,0.101512634940689,0.817468274831644,0.33385648465795
69,0.000299138916248123,0.00440249138734275,0.10143520672501,0.817719628706332,0.33421259489032
70,0.000297206096902705,0.00437808311623452,0.101358289238764,0.817969781661721,0.334566609725286
71,0.000295294645321758,0.00435383148996707,0.101281876834992,0.818218733058307,0.334918547879533
72,0.000293404306818452,0.00432973516571826,0.101205963975971,0.818466482692833,0.335268427634388
73,0.000291534830132187,0.00430579282690455,0.101130545235518,0.81871303077031,0.335616266857497
74,0.000289685967366182,0.00428200318155442,0.101055615300109,0.818958377877757,0.335962083023009
75,0.000287857473927432,0.0042583649608356,0.100981168969037,0.819202524959557,0.336305893230401
76,0.000286049108468878,0.00423487691772055,0.100907201153787,0.819445473294301,0.336647714222075
77,0.000284260632833601,0.00421153782577573,0.100833706876797,0.819687224473048,0.336987562399805
78,0.000282491812000877,0.00418834647806227,0.100760681269717,0.819927780378884,0.337325453840149
79,0.000280742414033988,0.00416530168613674,0.100688119571298,0.820167143167713,0.337661404308893
80,0.000279012210029643,0.00414240227914186,0.100616017124977,0.820405315250192,0.337995429274618
81,0.000277300974068902,0.00411964710297822,0.100544369376255,0.820642299274745,0.338327543921438
82,0.000275608483169513,0.00409703501954874,0.100473171869912,0.820878098111585,0.338657763160983
83,0.000273934517239551,0.00407456490606875,0.100402420247125,0.821112714837685,0.338986101643683
84,0.000272278859032317,0.00405223565443519,0.100332110242526,0.821346152722629,0.33931257376939
85,0.000270641294102359,0.00403004617064884,0.100262237681228,0.821578415215308,0.339637193697403
86,0.000269021610762626,0.00400799537428468,0.100192798475857,0.821809505931393,0.339959975355916
87,0.00026741960004262,0.00398608219800528,0.100123788623607,0.822039428641548,0.340280932450946
88,0.000265835055647551,0.00396430558711349,0.100055204203337,0.822268187260334,0.340600078474765
89,0.000264267773918407,0.00394266449913998,0.0999870413727263,0.822495785835769,0.340917426713871
90,0.000262717553792892,0.00392115790346274,0.0999192963654894,0.822722228539492,0.341232990256526
91,0.00026118419676723,0.00389978478095525,0.0998519654886758,0.822947519657515,0.341546781999895
92,0.000259667506858746,0.00387854412366058,0.0997850451200439,0.82317166358151,0.341858814656801
93,0.000258167290569221,0.00385743493448894,0.0997185317055225,0.823394664800614,0.342169100762127
94,0.000256683356848977,0.00383645622693637,0.0996524217567602,0.82361652789371,0.342477652678884
95,0.000255215517061666,0.00381560702482279,0.0995867118487637,0.823837257522163,0.342784482603967
96,0.00025376358494974,0.00379488636204735,0.0995213986176259,0.824056858422987,0.343089602573609
97,0.00025232737660055,0.00377429328235946,0.099456478758344,0.82427533540241,0.34339302446857
98,0.000250906710413099,0.00375382683914433,0.0993919490227247,0.824492693329822,0.343694760019051
99,0.000249501407065387,0.00373348609522142,0.0993278062173776,0.824708937132081,0.343994820809376
100,0.000248111289482336,0.00371327012265456,0.0992640472017925,0.824924071788147,0.344293218282426
