"iter","loss","grad_norm","W_norm","b1_norm","v_norm","b2"
177,0.000849104376672568,0.0135950379835411,0.810833746061171,0.11527994901356,0.855276370573718,0.220453935115511
178,0.000830714740425776,0.0134583479272584,0.811098016739002,0.115744123529495,0.855699533767414,0.220568669316215
179,0.000812693316731147,0.0133226198014266,0.81136034338899,0.116203335444414,0.856119374550973,0.220682127372592
180,0.000795033824554199,0.013187854827273,0.811620727763901,0.116657623304185,0.856535901520896,0.220794319262739
181,0.000777730057975072,0.0130540540668591,0.811879171518686,0.117107025708638,0.856949123254549,0.220905255047578
182,0.000760775886173475,0.0129212184234631,0.812135676244683,0.117551581300382,0.857359048344869,0.221014944860857
183,0.000744165253389179,0.0127893486421534,0.812390243500782,0.117991328753927,0.857765685431657,0.221123398899803
184,0.000727892178858067,0.0126584453105366,0.812642874841783,0.118426306765083,0.85816904322972,0.22123062741637
185,0.000711950756723879,0.0125285088596628,0.81289357184415,0.118856554040652,0.858569130554098,0.22133664070905
186,0.000696335155925853,0.0123995395650758,0.813142336129344,0.119282109288398,0.85896595634259,0.221441449115204
187,0.000681039620062463,0.0122715375479929,0.813389169384927,0.119703011207298,0.859359529675802,0.221545063003877
188,0.000666058467231685,0.0121445027766062,0.813634073383579,0.120119298478067,0.859749859794885,0.221647492769072
189,0.000651386089847973,0.0120184350674916,0.813877050000213,0.120531009753956,0.860136956117165,0.221748748823439
190,0.000637016954436486,0.0118933340871191,0.814118101227287,0.120938183651814,0.860520828249803,0.221848841592364
191,0.000622945601404882,0.0117691993534545,0.814357229188495,0.121340858743416,0.860901486001657,0.221947781508425
192,0.00060916664479322,0.0116460302376455,0.81459443615091,0.121739073547049,0.861278939393485,0.22204557900619
193,0.000595674772002401,0.0115238259657841,0.81482972453573,0.122132866519352,0.861653198666604,0.222142244517342
194,0.000582464743501627,0.0114025856207411,0.81506309692772,0.122522276047409,0.862024274290149,0.222237788466097
195,0.000569531392515495,0.0112823081440642,0.815294556083435,0.12290734044109,0.862392176967034,0.22233222126491
196,0.000556869624691183,0.011162992337937,0.815524104938346,0.123288097925622,0.862756917638711,0.222425553310444
197,0.000544474417746311,0.0110446368671908,0.815751746612919,0.123664586634419,0.863118507488849,0.222517794979781
198,0.000532340821098024,0.0109272402613677,0.815977484417754,0.124036844602124,0.863476957945994,0.222608956626871
199,0.000520463955473938,0.0108108009168281,0.816201321857843,0.124404909757893,0.863832280685318,0.222699048579191
200,0.00050883901250543,0.0106953170989006,0.816423262636017,0.1247688199189,0.864184487629518,0.222788081134618
